title,token,no_stopwords,processed,emoji,mention,hashtag,jumlah_emoji,jumlah_mention,jumlah_hashtag
"itu yg bilang #kaburajadulu, heh lu aja gk mampu gtuh di negara sendiri apa lgih di negara orang laen🗿","[itu, yg, bilang, heh, lu, aja, gk, mampu, gtuh, di, negara, sendiri, apa, lgih, di, negara, orang, laen]","[bilang, heh, gk, mampu, gtuh, negara, sendiri, apa, lgih, negara, orang, laen]",bilang heh gk mampu gtuh negara sendiri apa lgih negara orang laen,🗿,,#kaburajadulu,1,0,1
ayoook,[ayoook],[ayoook],ayoook,,,,0,0,0
"realistis saja pak,bapak saja suka liburannya keluar negeri kan??😂😂😂","[realistis, saja, pak, bapak, saja, suka, liburannya, keluar, negeri, kan]","[realistis, pak, bapak, suka, liburannya, keluar, negeri]",realistis pak bapak suka libur keluar negeri,😂😂😂,,,3,0,0
pemerintah ini bukannya intropeksi😔,"[pemerintah, ini, bukannya, intropeksi]","[pemerintah, bukannya, intropeksi]",perintah bukan intropeksi,😔,,,1,0,0
🤣🤣🤣🤣,[],[],,🤣🤣🤣🤣,,,4,0,0
"berlaku bagi yg mandiri kabur, mahasiswa non beasiswa, dan yg punya duit utk minimum dinegara tuju🗿 untuk mahasiswa yg beasiswanya habis lulus hrs mengabdi, ga yagesya selesein tanggung jawabmu duluu","[berlaku, bagi, yg, mandiri, kabur, mahasiswa, non, beasiswa, dan, yg, punya, duit, utk, minimum, dinegara, tuju, untuk, mahasiswa, yg, beasiswanya, habis, lulus, hrs, mengabdi, ga, yagesya, selesein, tanggung, jawabmu, duluu]","[berlaku, mandiri, kabur, mahasiswa, non, beasiswa, punya, duit, utk, minimum, dinegara, tuju, mahasiswa, beasiswanya, habis, lulus, hrs, mengabdi, yagesya, selesein, tanggung, jawabmu, duluu]",laku mandiri kabur mahasiswa non beasiswa punya duit utk minimum negara tuju mahasiswa beasiswa habis lulus hrs abdi yagesya selesein tanggung jawab duluu,🗿,,,1,0,0
"ragu'o pak gpp,,q mah bodo amat,,setidaknya gaji q di luar Negeri g kyk di indo yg sngat Ngeri","[ragu, o, pak, gpp, q, mah, bodo, amat, setidaknya, gaji, q, di, luar, negeri, g, kyk, di, indo, yg, sngat, ngeri]","[ragu, o, pak, gpp, q, mah, bodo, setidaknya, gaji, q, luar, negeri, g, kyk, indo, sngat, ngeri]",ragu o pak gpp q mah bodo tidak gaji q luar negeri g kyk indo sngat ngeri,,,,0,0,0
😭,[],[],,😭,,,1,0,0
"Harusnya para wakil rakyat malu melihat keadaan NKRI saat ini, apa yg gak ada di negara kita, namun kemana hasilnya?","[harusnya, para, wakil, rakyat, malu, melihat, keadaan, nkri, saat, ini, apa, yg, gak, ada, di, negara, kita, namun, kemana, hasilnya]","[harusnya, wakil, rakyat, malu, melihat, keadaan, nkri, ini, apa, di, negara, namun, hasilnya]",harus wakil rakyat malu lihat ada nkri ini apa di negara namun hasil,,,,0,0,0
indonesia itu memang negara kaya tp sayangnya gx bikin rakyat nya kaya buktinya yg kaya2 cmn yg jd pejabat nya saja...nah kita yg dibawah ripuuuhhh oooy😂,"[indonesia, itu, memang, negara, kaya, tp, sayangnya, gx, bikin, rakyat, nya, kaya, buktinya, yg, kaya, cmn, yg, jd, pejabat, nya, saja, nah, kita, yg, dibawah, ripuuuhhh, oooy]","[indonesia, memang, negara, kaya, tp, sayangnya, gx, bikin, rakyat, kaya, buktinya, kaya, cmn, pejabat, nah, dibawah, ripuuuhhh, oooy]",indonesia memang negara kaya tp sayang gx bikin rakyat kaya bukti kaya cmn jabat nah bawah ripuuuhhh oooy,😂,,,1,0,0
kayak yg ngomong nasionalis 🥺,"[kayak, yg, ngomong, nasionalis]","[kayak, ngomong, nasionalis]",kayak ngomong nasionalis,🥺,,,1,0,0
hidup tidak cukup dengan nosialisme ..,"[hidup, tidak, cukup, dengan, nosialisme]","[hidup, cukup, nosialisme]",hidup cukup nosialisme,,,,0,0,0
yang nyusahin masyarakat ga di tanya jiwa nasionalismenya?😹,"[yang, nyusahin, masyarakat, ga, di, tanya, jiwa, nasionalismenya]","[nyusahin, masyarakat, tanya, jiwa, nasionalismenya]",nyusahin masyarakat tanya jiwa nasionalisme,😹,,,1,0,0
5 jabatan tertentu hanya mementingkan dirinya sendiri (individualisme) hanya mementingkan jabatannya utk memperkaya diri sehingga masyarakat tdk melihat jiwa yg tulus Seorg pemimpin yg benar benar,"[jabatan, tertentu, hanya, mementingkan, dirinya, sendiri, individualisme, hanya, mementingkan, jabatannya, utk, memperkaya, diri, sehingga, masyarakat, tdk, melihat, jiwa, yg, tulus, seorg, pemimpin, yg, benar, benar]","[jabatan, tertentu, mementingkan, dirinya, sendiri, individualisme, mementingkan, jabatannya, utk, memperkaya, diri, masyarakat, melihat, jiwa, tulus, seorg, pemimpin, benar, benar]",jabat tentu penting diri sendiri individualisme penting jabat utk kaya diri masyarakat lihat jiwa tulus seorg pimpin benar benar,,,,0,0,0
pengen join the trand bangggg :'),"[pengen, join, the, trand, bangggg]","[pengen, join, the, trand, bangggg]",ken join the trand bangggg,,,,0,0,0
Nasionalisme bisa mengenyangkan perut kok🗿,"[nasionalisme, bisa, mengenyangkan, perut, kok]","[nasionalisme, mengenyangkan, perut]",nasionalisme kenyang perut,🗿,,,1,0,0
negara masih pake s3njat4 kuno yg disebut nasionalisme. manipulasi kita supaya kita keliatan kayak antagonisnya. disebut ga nasionalis tpi pemerintah yg ngebuat kita mau kabur.,"[negara, masih, pake, snjat, kuno, yg, disebut, nasionalisme, manipulasi, kita, supaya, kita, keliatan, kayak, antagonisnya, disebut, ga, nasionalis, tpi, pemerintah, yg, ngebuat, kita, mau, kabur]","[negara, pake, snjat, kuno, disebut, nasionalisme, manipulasi, supaya, keliatan, kayak, antagonisnya, disebut, nasionalis, tpi, pemerintah, ngebuat, mau, kabur]",negara pake snjat kuno sebut nasionalisme manipulasi supaya liat kayak antagonis sebut nasionalis tpi perintah ngebuat mau kabur,,,,0,0,0
4 cari muka tdk saling sikut sikutan utk memperebutkan jabatan karena di duga masyarakat Indonesia banyak yg menilai kebanyakan para pemimpin kita di duga keras banyak setelah menempati posisi jabatan,"[cari, muka, tdk, saling, sikut, sikutan, utk, memperebutkan, jabatan, karena, di, duga, masyarakat, indonesia, banyak, yg, menilai, kebanyakan, para, pemimpin, kita, di, duga, keras, banyak, setelah, menempati, posisi, jabatan]","[cari, muka, saling, sikut, sikutan, utk, memperebutkan, jabatan, di, duga, masyarakat, indonesia, banyak, menilai, kebanyakan, pemimpin, di, duga, keras, banyak, menempati, posisi, jabatan]",cari muka saling sikut sikut utk rebut jabat di duga masyarakat indonesia banyak nilai banyak pimpin di duga keras banyak tempat posisi jabat,,,,0,0,0
jangan hiraukan teman lanjutkan untuk cita-citamu di dalam negeri pun cari usaha kerja susah,"[jangan, hiraukan, teman, lanjutkan, untuk, cita, citamu, di, dalam, negeri, pun, cari, usaha, kerja, susah]","[jangan, hiraukan, teman, lanjutkan, cita, citamu, dalam, negeri, cari, usaha, kerja, susah]",jangan hirau teman lanjut cita cita dalam negeri cari usaha kerja susah,,,,0,0,0
se nasionalisme apakah andan wahai bahlil ??,"[se, nasionalisme, apakah, andan, wahai, bahlil]","[se, nasionalisme, andan, wahai, bahlil]",se nasionalisme andan wahai bahlil,,,,0,0,0
"3 yg tdk memadai ??? atau mungkin budaya di sana mereka lebih di hormati lebih dihargai apapun pekerjaan dan status sosial mereka tdk angkuh / tdk menyombongkan status golongan / jabatan , tdk cari","[yg, tdk, memadai, atau, mungkin, budaya, di, sana, mereka, lebih, di, hormati, lebih, dihargai, apapun, pekerjaan, dan, status, sosial, mereka, tdk, angkuh, tdk, menyombongkan, status, golongan, jabatan, tdk, cari]","[memadai, mungkin, budaya, sana, lebih, hormati, lebih, dihargai, apapun, pekerjaan, status, sosial, angkuh, menyombongkan, status, golongan, jabatan, cari]",pada mungkin budaya sana lebih hormat lebih harga apa kerja status sosial angkuh sombong status golong jabat cari,,,,0,0,0
"siapa yg betah dinegara sendiri pemerintahnya aja menjajah rakyat sendiri dengan kebijakan yg aneh2, ada skill , ilmu dan bakat dihargai diluar negeri kenapa ggak? dinegara sendiri tak ada rasa menghargainya malah sibahlil yg memperkaya diri itu namanya nasionalisme?","[siapa, yg, betah, dinegara, sendiri, pemerintahnya, aja, menjajah, rakyat, sendiri, dengan, kebijakan, yg, aneh, ada, skill, ilmu, dan, bakat, dihargai, diluar, negeri, kenapa, ggak, dinegara, sendiri, tak, ada, rasa, menghargainya, malah, sibahlil, yg, memperkaya, diri, itu, namanya, nasionalisme]","[siapa, betah, dinegara, sendiri, pemerintahnya, menjajah, rakyat, sendiri, kebijakan, aneh, skill, ilmu, bakat, dihargai, diluar, negeri, ggak, dinegara, sendiri, tak, rasa, menghargainya, malah, sibahlil, memperkaya, diri, namanya, nasionalisme]",siapa betah negara sendiri perintah jajah rakyat sendiri bijak aneh skill ilmu bakat harga luar negeri ggak negara sendiri tak rasa harga malah sibahlil kaya diri nama nasionalisme,,,,0,0,0
bemer sich.. di negriku kerja hanya mensejahterakan PEMILIK PARATAI..😁😁😁😁,"[bemer, sich, di, negriku, kerja, hanya, mensejahterakan, pemilik, paratai]","[bemer, sich, negriku, kerja, mensejahterakan, pemilik, paratai]",bemer sich negriku kerja sejahtera milik paratai,😁😁😁😁,,,4,0,0
nasionalisme atau tidak bukan karna dimana kita tinggal. hidup harus move on !!! Emangnya negara mau nanggung hidup kita kalau kita tinggal didalam negri sendiri.,"[nasionalisme, atau, tidak, bukan, karna, dimana, kita, tinggal, hidup, harus, move, on, emangnya, negara, mau, nanggung, hidup, kita, kalau, kita, tinggal, didalam, negri, sendiri]","[nasionalisme, tidak, bukan, karna, tinggal, hidup, move, on, emangnya, negara, mau, nanggung, hidup, kalau, kita, tinggal, didalam, negri, sendiri]",nasionalisme tidak bukan karna tinggal hidup move on emang negara mau nanggung hidup kalau kita tinggal dalam negri sendiri,,,,0,0,0
lha yg korupsi malah g ada nasionalme nya 😂😂,"[lha, yg, korupsi, malah, g, ada, nasionalme, nya]","[lha, korupsi, malah, g, nasionalme]",lha korupsi malah g nasionalme,😂😂,,,2,0,0
☹️☹️☹️,[],[],,☹☹☹,,,3,0,0
2 para pemimpin harus berpikir dan mengintrospeksi diri apa sebabnya mereka lebih memilih bekerja di luar negeri ketimbang di dalam negeri?? mungkin sempitnya lapangan pekerjaan?? fasilitas gaji yg,"[para, pemimpin, harus, berpikir, dan, mengintrospeksi, diri, apa, sebabnya, mereka, lebih, memilih, bekerja, di, luar, negeri, ketimbang, di, dalam, negeri, mungkin, sempitnya, lapangan, pekerjaan, fasilitas, gaji, yg]","[pemimpin, berpikir, mengintrospeksi, diri, apa, sebabnya, lebih, memilih, bekerja, luar, negeri, ketimbang, dalam, negeri, mungkin, sempitnya, lapangan, pekerjaan, fasilitas, gaji]",pimpin pikir introspeksi diri apa sebab lebih pilih kerja luar negeri ketimbang dalam negeri mungkin sempit lapang kerja fasilitas gaji,,,,0,0,0
"Saya lebih meragukan lagi ,
apa untung y dia menteri","[saya, lebih, meragukan, lagi, apa, untung, y, dia, menteri]","[lebih, meragukan, apa, untung, y, menteri]",lebih ragu apa untung y menteri,,,,0,0,0
dia yg merasa paling nasionalisme😁,"[dia, yg, merasa, paling, nasionalisme]","[merasa, paling, nasionalisme]",rasa paling nasionalisme,😁,,,1,0,0
"Menurut pendapat KAMI. "" KAMI tdk meragukan Nasionalisme mereka yg bekerja di luar negeri kepegian mereka adalah utk mencari penghidupan yg lebih baik dan itu hak azasi mereka , justru para pemimpin","[menurut, pendapat, kami, kami, tdk, meragukan, nasionalisme, mereka, yg, bekerja, di, luar, negeri, kepegian, mereka, adalah, utk, mencari, penghidupan, yg, lebih, baik, dan, itu, hak, azasi, mereka, justru, para, pemimpin]","[pendapat, kami, meragukan, nasionalisme, bekerja, luar, negeri, kepegian, adalah, utk, mencari, penghidupan, lebih, baik, itu, hak, azasi, justru, pemimpin]",dapat kami ragu nasionalisme kerja luar negeri kepegian adalah utk cari hidup lebih baik itu hak azasi justru pimpin,,,,0,0,0
bahlilll kl mau anak2 Indonesia gk ada yg kluar negeri. perbanyak lowongan kerja. kl mau kerja jangan di persulit. wajar di indo banyak pengangguran cr kerja aja susah,"[bahlilll, kl, mau, anak, indonesia, gk, ada, yg, kluar, negeri, perbanyak, lowongan, kerja, kl, mau, kerja, jangan, di, persulit, wajar, di, indo, banyak, pengangguran, cr, kerja, aja, susah]","[bahlilll, kl, mau, anak, indonesia, gk, kluar, negeri, perbanyak, lowongan, kerja, kl, mau, kerja, jangan, persulit, wajar, indo, banyak, pengangguran, cr, kerja, susah]",bahlilll kl mau anak indonesia gk kluar negeri banyak lowong kerja kl mau kerja jangan sulit wajar indo banyak anggur cr kerja susah,,,,0,0,0
negara konaha cuma yg punya duit yg di bela,"[negara, konaha, cuma, yg, punya, duit, yg, di, bela]","[negara, konaha, cuma, punya, duit, bela]",negara konaha cuma punya duit bela,,,,0,0,0
kami malah meragukan kinerja bapak,"[kami, malah, meragukan, kinerja, bapak]","[malah, meragukan, kinerja, bapak]",malah ragu kerja bapak,,,,0,0,0
emang indonesia cinta rakyatnya woi ingat pejabat itu peduli SMA keluarga sja jdi selamatknlah diri kita masing dri negri ini bila perlu pindah sekalian kejepang kalau ada jalan,"[emang, indonesia, cinta, rakyatnya, woi, ingat, pejabat, itu, peduli, sma, keluarga, sja, jdi, selamatknlah, diri, kita, masing, dri, negri, ini, bila, perlu, pindah, sekalian, kejepang, kalau, ada, jalan]","[emang, indonesia, cinta, rakyatnya, woi, ingat, pejabat, peduli, sma, keluarga, sja, jdi, selamatknlah, diri, masing, dri, negri, bila, perlu, pindah, sekalian, kejepang, kalau, jalan]",emang indonesia cinta rakyat woi ingat jabat peduli sma keluarga sja jdi selamatknlah diri masing dri negri bila perlu pindah sekali kejepang kalau jalan,,,,0,0,0
cari lah yg cinta nya setara deng kamu😌,"[cari, lah, yg, cinta, nya, setara, deng, kamu]","[cari, lah, cinta, setara, deng, kamu]",cari lah cinta tara deng kamu,😌,,,1,0,0
"haah, nasionalisme, coba deh menteri hafalin UUD 45. udh senasionalisme mana bapak menteri?? 😅","[haah, nasionalisme, coba, deh, menteri, hafalin, uud, udh, senasionalisme, mana, bapak, menteri]","[haah, nasionalisme, coba, menteri, hafalin, uud, senasionalisme, mana, bapak, menteri]",haah nasionalisme coba menteri hafalin uud nasional mana bapak menteri,😅,,,1,0,0
tidak menjamin dalam negeri cari kerja susah gmn Bahlil,"[tidak, menjamin, dalam, negeri, cari, kerja, susah, gmn, bahlil]","[menjamin, negeri, cari, kerja, susah, gmn, bahlil]",jamin negeri cari kerja susah gmn bahlil,,,,0,0,0
lah biarin ajah,"[lah, biarin, ajah]","[lah, biarin, ajah]",lah biarin ajah,,,,0,0,0
pgn kabur kejepang,"[pgn, kabur, kejepang]","[pgn, kabur, kejepang]",pgn kabur kejepang,,,,0,0,0
akibat salah pilih Mentri otak nya kosong 🤣🤣🤣 bahlull,"[akibat, salah, pilih, mentri, otak, nya, kosong, bahlull]","[akibat, salah, pilih, mentri, otak, kosong, bahlull]",akibat salah pilih tri otak kosong bahlull,🤣🤣🤣,,,3,0,0
sebesar apasih jiwa nasionalisme bapak😹😹😹,"[sebesar, apasih, jiwa, nasionalisme, bapak]","[sebesar, apasih, jiwa, nasionalisme, bapak]",besar apasih jiwa nasionalisme bapak,😹😹😹,,,3,0,0
👍👍👍👍,[],[],,👍👍👍👍,,,4,0,0
Mentri pengalihan isu👍😆,"[mentri, pengalihan, isu]","[mentri, pengalihan, isu]",tri alih isu,👍😆,,,2,0,0
saya juga KLO punya kesempatan mau lah yg penting pada ngumpul orang indonesia 😁 terus ada mesjid buat sholat berjamaah,"[saya, juga, klo, punya, kesempatan, mau, lah, yg, penting, pada, ngumpul, orang, indonesia, terus, ada, mesjid, buat, sholat, berjamaah]","[juga, klo, punya, kesempatan, mau, lah, penting, ngumpul, orang, indonesia, terus, mesjid, buat, sholat, berjamaah]",juga klo punya sempat mau lah penting ngumpul orang indonesia terus mesjid buat sholat jamaah,😁,,,1,0,0
di Konoha cari kerja perlu org dalam perlu uang perlu bermuka2 dan harus bnyak keprtluan🤣,"[di, konoha, cari, kerja, perlu, org, dalam, perlu, uang, perlu, bermuka, dan, harus, bnyak, keprtluan]","[konoha, cari, kerja, perlu, org, perlu, uang, perlu, bermuka, harus, bnyak, keprtluan]",konoha cari kerja perlu org perlu uang perlu muka harus bnyak keprtluan,🤣,,,1,0,0
pengen ikut kabur tapi gak ada Jalurnya😞,"[pengen, ikut, kabur, tapi, gak, ada, jalurnya]","[pengen, ikut, kabur, jalurnya]",ken ikut kabur jalur,😞,,,1,0,0
harusnya koreksi diri bapak dulu punya rasa nasionalisme ga???,"[harusnya, koreksi, diri, bapak, dulu, punya, rasa, nasionalisme, ga]","[harusnya, koreksi, diri, bapak, dulu, punya, rasa, nasionalisme]",harus koreksi diri bapak dulu punya rasa nasionalisme,,,,0,0,0
🤣,[],[],,🤣,,,1,0,0
"nasionalisme cari kerja sulit bagi ank muda, korupsi makin selangit","[nasionalisme, cari, kerja, sulit, bagi, ank, muda, korupsi, makin, selangit]","[nasionalisme, cari, kerja, sulit, ank, muda, korupsi, makin, selangit]",nasionalisme cari kerja sulit ank muda korupsi makin langit,,,,0,0,0
"wkwkw pejabat yg korupsi gimana???😳
bahlil bahlil","[wkwkw, pejabat, yg, korupsi, gimana, bahlil, bahlil]","[wkwkw, pejabat, korupsi, gimana, bahlil, bahlil]",wkwkw jabat korupsi gimana bahlil bahlil,😳,,,1,0,0
"memang yang kasih makan pemerintah kalau gak kerja, malah kebalik yg ngasih makan pejabat ya rakyat yg diperas","[memang, yang, kasih, makan, pemerintah, kalau, gak, kerja, malah, kebalik, yg, ngasih, makan, pejabat, ya, rakyat, yg, diperas]","[memang, kasih, makan, pemerintah, kalau, kerja, malah, kebalik, ngasih, makan, pejabat, rakyat, diperas]",memang kasih makan perintah kalau kerja malah balik ngasih makan jabat rakyat peras,,,,0,0,0
BANGGA BANGET KAYAKNYA YA DI BARISAN KABUR AJA DULU 🤣🤣🤣🤣🤣🤣🤣🤣🤣,"[bangga, banget, kayaknya, ya, di, barisan, kabur, aja, dulu]","[bangga, banget, kayaknya, di, barisan, kabur, dulu]",bangga banget kayak di baris kabur dulu,🤣🤣🤣🤣🤣🤣🤣🤣🤣,,,9,0,0
siapa juga yang mau berlamalama di negeri penuh koruptor,"[siapa, juga, yang, mau, berlamalama, di, negeri, penuh, koruptor]","[siapa, yang, mau, berlamalama, negeri, penuh, koruptor]",siapa yang mau berlamalama negeri penuh koruptor,,,,0,0,0
😋,[],[],,😋,,,1,0,0
kuliah hbs ratusan juta pas krj gajih kecil mnding krj di luar nergi g ckp nasionalisme aja ckp buat makan pa 🤭,"[kuliah, hbs, ratusan, juta, pas, krj, gajih, kecil, mnding, krj, di, luar, nergi, g, ckp, nasionalisme, aja, ckp, buat, makan, pa]","[kuliah, hbs, ratusan, juta, pas, krj, gajih, kecil, mnding, krj, luar, nergi, g, ckp, nasionalisme, ckp, buat, makan, pa]",kuliah hbs ratus juta pas krj gajih kecil mnding krj luar nergi g ckp nasionalisme ckp buat makan pa,🤭,,,1,0,0
Yang kaya dan kenyang perutnya cuman PEJABAT nya RAKYAT tetap MISKIN,"[yang, kaya, dan, kenyang, perutnya, cuman, pejabat, nya, rakyat, tetap, miskin]","[kaya, kenyang, perutnya, cuman, pejabat, rakyat, tetap, miskin]",kaya kenyang perut cuman jabat rakyat tetap miskin,,,,0,0,0
😂😂😂🤣🤣👍,[],[],,😂😂😂🤣🤣👍,,,6,0,0
"sama hal nya kita ragu padamu bahlil, apa mgkin msih liat rakyat yg sdah membayarmu ?","[sama, hal, nya, kita, ragu, padamu, bahlil, apa, mgkin, msih, liat, rakyat, yg, sdah, membayarmu]","[sama, ragu, padamu, bahlil, apa, mgkin, msih, liat, rakyat, sdah, membayarmu]",sama ragu pada bahlil apa mgkin msih liat rakyat sdah bayar,,,,0,0,0
"q udh 14 th d.LN😏bntr lagi mau mnjjl hdp lagi d.indo,nnut manak tok AE,ntr lnjut minggat lagi k.LN🤗sumpah Wedi urep Ono indo😁","[q, udh, th, d, lnbntr, lagi, mau, mnjjl, hdp, lagi, d, indo, nnut, manak, tok, ae, ntr, lnjut, minggat, lagi, k, lnsumpah, wedi, urep, ono, indo]","[q, th, d, lnbntr, mau, mnjjl, hdp, d, indo, nnut, manak, tok, ae, ntr, lnjut, minggat, k, lnsumpah, wedi, urep, ono, indo]",q th d lnbntr mau mnjjl hdp d indo nnut manak tok ae ntr lnjut minggat k lnsumpah wedi urep ono indo,😏🤗😁,,,3,0,0
