"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","processed","sentiment_label","likes","reply_count","created_time_formatted"
"TongTong SONG’s comment: di jepang mudah cari kerja di indonesia harus bisa jdi avatar dulu baru kerja
#kaburajadulu","di jepang mudah cari kerja di indonesia harus bisa jdi avatar dulu baru kerja
#kaburajadulu","di jepang mudah cari kerja di indonesia harus bisa jdi avatar dulu baru kerja","di jepang mudah cari kerja di indonesia harus bisa jadi avatar dulu baru kerja","['jepang', 'mudah', 'cari', 'kerja', 'indonesia', 'avatar', 'kerja']","jepang mudah cari kerja indonesia avatar kerja","positif","1256","13","2025-02-17 05:16:01"
"n.a.e’s comment: sedang mencari jalan buat ke aussie 😫😭 susah nyari duit di indo pernah gabisa beliin susu anak krna pajak naik tp jualanku gabisa dinaikin alhasil gadapet uang cuma ckup buat beli beras aja😭","sedang mencari jalan buat ke aussie 😫😭 susah nyari duit di indo pernah gabisa beliin susu anak krna pajak naik tp jualanku gabisa dinaikin alhasil gadapet uang cuma ckup buat beli beras aja😭","sedang mencari jalan buat ke aussie susah nyari duit di indo pernah gabisa beliin susu anak krna pajak naik tp jualanku gabisa dinaikin alhasil gadapet uang cuma ckup buat beli beras aja","sedang mencari jalan buat ke aussie susah mencari duit di indonesia pernah gabisa beliin susu anak krna pajak naik tp jualanku gabisa dinaikin alhasil gadapet uang cuma ckup buat beli beras aja","['cari', 'jalan', 'aussie', 'susah', 'cari', 'duit', 'indonesia', 'gabisa', 'beliin', 'susu', 'anak', 'krna', 'pajak', 'tp', 'jual', 'gabisa', 'dinaikin', 'alhasil', 'gadapet', 'uang', 'ckup', 'beli', 'beras', 'aja']","cari jalan aussie susah cari duit indonesia gabisa beliin susu anak krna pajak tp jual gabisa dinaikin alhasil gadapet uang ckup beli beras aja","positif","0","0","2025-02-15 00:40:00"
"AnitaPcy’s comment: teman teman..apa teman teman..kita gakenal","teman teman..apa teman teman..kita gakenal","teman temanapa teman temankita gakenal","teman temanapa teman temankita gakenal","['teman', 'temanapa', 'teman', 'temankita', 'gakenal']","teman temanapa teman temankita gakenal","netral","1","0","2025-02-21 03:01:04"
"zakiakukar’s comment: realistis lebih utama dr pada nasionalis","realistis lebih utama dr pada nasionalis","realistis lebih utama dr pada nasionalis","realistis lebih utama dari pada nasionalis","['realistis', 'utama', 'nasionalis']","realistis utama nasionalis","negatif","2","0","2025-02-14 07:51:59"
"Derlin 🧸’s comment: Kalo di luar negeri tidak mudah, sodara ku ga mungkin udh 10th ga mau balik ke indo, pdahal udh kekumpul banyak tiap bulan ngirim 😂","Kalo di luar negeri tidak mudah, sodara ku ga mungkin udh 10th ga mau balik ke indo, pdahal udh kekumpul banyak tiap bulan ngirim 😂","kalo di luar negeri tidak mudah sodara ku ga mungkin udh 10th ga mau balik ke indo pdahal udh kekumpul banyak tiap bulan ngirim","kalau di luar negeri tidak mudah sodara saya tidak mungkin sudah 10th tidak mau balik ke indonesia pdahal sudah kekumpul banyak tiap bulan ngirim","['negeri', 'mudah', 'sodara', 'indonesia', 'pdahal', 'kumpul', 'ngirim']","negeri mudah sodara indonesia pdahal kumpul ngirim","negatif","0","0","2025-02-15 01:22:19"
"Menurut saya #kaburajadulu karena kena phk di usia 32thn nyari kerja lg susah jd nya kerja apa aja deh. Syarat kerja ga masuk akal","Menurut saya #kaburajadulu karena kena phk di usia 32thn nyari kerja lg susah jd nya kerja apa aja deh. Syarat kerja ga masuk akal","menurut saya karena kena phk di usia 32thn nyari kerja lg susah jd nya kerja apa aja deh syarat kerja ga masuk akal","menurut saya karena kena phk di usia 32thn mencari kerja lg susah jadi nya kerja apa aja deh syarat kerja tidak masuk akal","['kena', 'phk', 'usia', 'cari', 'kerja', 'lg', 'susah', 'kerja', 'aja', 'syarat', 'kerja', 'masuk', 'akal']","kena phk usia cari kerja lg susah kerja aja syarat kerja masuk akal","positif","0","0","2025-02-14 12:28:15"
"Hijau dedaunan☘️’s comment: nasionalisme?emang bisa ngasih pekerjaan dgn gaji bagus masadepan gk suram?dikonoha susah kerja gaji super kecil bnyk syarat harus bisa terbang bisa nulis di awan bisa jalan di air my GOD😂 kabur aja dulu","nasionalisme?emang bisa ngasih pekerjaan dgn gaji bagus masadepan gk suram?dikonoha susah kerja gaji super kecil bnyk syarat harus bisa terbang bisa nulis di awan bisa jalan di air my GOD😂 kabur aja dulu","nasionalismeemang bisa ngasih pekerjaan dgn gaji bagus masadepan gk suramdikonoha susah kerja gaji super kecil bnyk syarat harus bisa terbang bisa nulis di awan bisa jalan di air my god kabur aja dulu","nasionalismeemang bisa ngasih pekerjaan dengan gaji bagus masadepan tidak suramdikonoha susah kerja gaji super kecil bnyk syarat harus bisa terbang bisa nulis di awan bisa jalan di air my god kabur aja dulu","['nasionalismeemang', 'ngasih', 'kerja', 'gaji', 'bagus', 'masadepan', 'suramdikonoha', 'susah', 'kerja', 'gaji', 'super', 'bnyk', 'syarat', 'terbang', 'nulis', 'awan', 'jalan', 'air', 'my', 'god', 'kabur', 'aja']","nasionalismeemang ngasih kerja gaji bagus masadepan suramdikonoha susah kerja gaji super bnyk syarat terbang nulis awan jalan air my god kabur aja","positif","1","2","2025-02-12 04:12:36"
"Awan IB’s comment: di luar negeri anda ber skill anda di hargai","di luar negeri anda ber skill anda di hargai","di luar negeri anda ber skill anda di hargai","di luar negeri anda ber skill anda di hargai","['negeri', 'ber', 'skill', 'harga']","negeri ber skill harga","negatif","1","0","2025-02-13 22:35:07"
"Saya meragukan kerja bapak","Saya meragukan kerja bapak","saya meragukan kerja bapak","saya meragukan kerja bapak","['ragu', 'kerja']","ragu kerja","negatif","1","0","2025-02-12 09:40:09"
"dennaaa’s comment: hahahahhaha lucu bgt🫵🏻","hahahahhaha lucu bgt🫵🏻","hahahahhaha lucu bgt","hahahahhaha lucu banget","['hahahahhaha', 'lucu', 'banget']","hahahahhaha lucu banget","netral","1","0","2025-02-20 18:26:15"
"dipaksa sehat di negeri yang sakit","dipaksa sehat di negeri yang sakit","dipaksa sehat di negeri yang sakit","dipaksa sehat di negeri yang sakit","['paksa', 'sehat', 'negeri', 'sakit']","paksa sehat negeri sakit","positif","2","0","2025-02-16 04:31:16"
"wesbro’s comment: liat kan,harusnya para pejabat itu mikir,kenapa itu bisa terjadi,eh malah nyalahin🤣🤣","liat kan,harusnya para pejabat itu mikir,kenapa itu bisa terjadi,eh malah nyalahin🤣🤣","liat kanharusnya para pejabat itu mikirkenapa itu bisa terjadieh malah nyalahin","liat kanharusnya para pejabat itu mikirkenapa itu bisa terjadieh malah nyalahin","['liat', 'kanharusnya', 'jabat', 'mikirkenapa', 'terjadieh', 'nyalahin']","liat kanharusnya jabat mikirkenapa terjadieh nyalahin","negatif","0","0","2025-02-16 04:21:52"
"heruisme’s comment: memang gak mudah, semua itu seleksi alam. yang kuat yang bertahan. dan itu pilihan. jadi terserah saja.","memang gak mudah, semua itu seleksi alam. yang kuat yang bertahan. dan itu pilihan. jadi terserah saja.","memang gak mudah semua itu seleksi alam yang kuat yang bertahan dan itu pilihan jadi terserah saja","memang tidak mudah semua itu seleksi alam yang kuat yang bertahan dan itu pilihan jadi terserah saja","['mudah', 'seleksi', 'alam', 'kuat', 'tahan', 'pilih', 'serah']","mudah seleksi alam kuat tahan pilih serah","netral","0","0","2025-02-16 01:27:35"
"itsmemala’s comment: ya gimana yaa nyari kerja di Indonesia susah pakek banget 🤣","ya gimana yaa nyari kerja di Indonesia susah pakek banget 🤣","ya gimana yaa nyari kerja di indonesia susah pakek banget","ya bagaimana yaa mencari kerja di indonesia susah pakek banget","['yaa', 'cari', 'kerja', 'indonesia', 'susah', 'pakek', 'banget']","yaa cari kerja indonesia susah pakek banget","negatif","0","0","2025-02-17 12:58:28"
"Abng aL🤘’s comment: pindah aja, ini bukan berbicara nasionalisme, tetapi ekonomilisme,keadilanlisme,kesejahteraanlisme,pekerjaanlisme, dan gajilisme pak😊..
keluarga kita mau mkn ap kalau kerja normal, gaji minim😊😊","pindah aja, ini bukan berbicara nasionalisme, tetapi ekonomilisme,keadilanlisme,kesejahteraanlisme,pekerjaanlisme, dan gajilisme pak😊..
keluarga kita mau mkn ap kalau kerja normal, gaji minim😊😊","pindah aja ini bukan berbicara nasionalisme tetapi ekonomilismekeadilanlismekesejahteraanlismepekerjaanlisme dan gajilisme pak keluarga kita mau mkn ap kalau kerja normal gaji minim","pindah aja ini bukan berbicara nasionalisme tetapi ekonomilismekeadilanlismekesejahteraanlismepekerjaanlisme dan gajilisme pak keluarga kita mau mkn ap kalau kerja normal gaji minim","['pindah', 'aja', 'bicara', 'nasionalisme', 'ekonomilismekeadilanlismekesejahteraanlismepekerjaanlisme', 'gajilisme', 'keluarga', 'mkn', 'ap', 'kerja', 'normal', 'gaji', 'minim']","pindah aja bicara nasionalisme ekonomilismekeadilanlismekesejahteraanlismepekerjaanlisme gajilisme keluarga mkn ap kerja normal gaji minim","positif","0","0","2025-02-23 04:13:44"
"info saratnya ke japan . bosen diindo semua dipersulit😔","info saratnya ke japan . bosen diindo semua dipersulit😔","info saratnya ke japan bosen diindo semua dipersulit","info saratnya ke japan bosen diindo semua dipersulit","['info', 'sarat', 'japan', 'bosen', 'diindo', 'sulit']","info sarat japan bosen diindo sulit","negatif","10","1","2025-02-12 12:29:50"
"Jebi Sitanggang’s comment: nyri loker di negara sendiri banyak kali.. persyaratan nya....itu pun masih pke org dalam 🤦🤦🤦","nyri loker di negara sendiri banyak kali.. persyaratan nya....itu pun masih pke org dalam 🤦🤦🤦","nyri loker di negara sendiri banyak kali persyaratan nyaitu pun masih pke org dalam","nyri loker di negara sendiri banyak kali persyaratan nyaitu pun masih pke orang dalam","['nyri', 'loker', 'negara', 'kali', 'syarat', 'nyaitu', 'pke', 'orang']","nyri loker negara kali syarat nyaitu pke orang","negatif","0","0","2025-02-27 10:00:27"
"STANDAR LOWONGAN KERJA MU KUI LO YA ALLAHH , KONOHA🔥","STANDAR LOWONGAN KERJA MU KUI LO YA ALLAHH , KONOHA🔥","standar lowongan kerja mu kui lo ya allahh konoha","standar lowongan kerja mu kui kamu ya allahh konoha","['standar', 'lowong', 'kerja', 'kui', 'allahh', 'konoha']","standar lowong kerja kui allahh konoha","netral","0","0","2025-02-14 12:01:32"
"Benyzulfikar’s comment: orang yg nasionalis tidak akan menyusahkan orang lain, kemarin bapak bikin susah orang dengan kebijakan bapak sampe antri gas nah sekarang saya tanya bapak tau ga arti dari nasionalis?","orang yg nasionalis tidak akan menyusahkan orang lain, kemarin bapak bikin susah orang dengan kebijakan bapak sampe antri gas nah sekarang saya tanya bapak tau ga arti dari nasionalis?","orang yg nasionalis tidak akan menyusahkan orang lain kemarin bapak bikin susah orang dengan kebijakan bapak sampe antri gas nah sekarang saya tanya bapak tau ga arti dari nasionalis","orang yang nasionalis tidak akan menyusahkan orang lain kemarin bapak bikin susah orang dengan kebijakan bapak sampe antri gas nah sekarang saya tanya bapak tau tidak arti dari nasionalis","['orang', 'nasionalis', 'susah', 'orang', 'bikin', 'susah', 'orang', 'bijak', 'sampe', 'antri', 'gas', 'tau', 'arti', 'nasionalis']","orang nasionalis susah orang bikin susah orang bijak sampe antri gas tau arti nasionalis","negatif","0","0","2025-02-16 03:49:32"
"Bian okeyy’s comment: #kaburajadulu bismillahirrahmanirrahim ke jepang","#kaburajadulu bismillahirrahmanirrahim ke jepang","bismillahirrahmanirrahim ke jepang","bismillahirrahmanirrahim ke jepang","['bismillahirrahmanirrahim', 'jepang']","bismillahirrahmanirrahim jepang","positif","0","0","2025-02-12 12:19:51"
"nida0102’s comment: Maka nya jagan banyak x sarat kerja di Indonesia,lihat umur lihat fisik,tinggi ganteng,luar tak butuh itu,yg penting sangup kerja,","Maka nya jagan banyak x sarat kerja di Indonesia,lihat umur lihat fisik,tinggi ganteng,luar tak butuh itu,yg penting sangup kerja,","maka nya jagan banyak x sarat kerja di indonesialihat umur lihat fisiktinggi gantengluar tak butuh ituyg penting sangup kerja","maka nya jagan banyak x sarat kerja di indonesialihat umur lihat fisiktinggi gantengluar tak butuh ituyg penting sangup kerja","['jagan', 'sarat', 'kerja', 'indonesialihat', 'umur', 'lihat', 'fisiktinggi', 'gantengluar', 'butuh', 'ituyg', 'sangup', 'kerja']","jagan sarat kerja indonesialihat umur lihat fisiktinggi gantengluar butuh ituyg sangup kerja","negatif","1","0","2025-02-14 07:04:25"
"ridhoo’s comment: Keren abangku, menyala teruss🔥🔥🔥","Keren abangku, menyala teruss🔥🔥🔥","keren abangku menyala teruss","keren abangku menyala teruss","['keren', 'abang', 'nyala', 'teruss']","keren abang nyala teruss","positif","1","0","2025-02-12 10:18:50"
"hardiyan_36’s comment: makin helap, kalau yang ngomong dia!","makin helap, kalau yang ngomong dia!","makin helap kalau yang ngomong dia","makin helap kalau yang ngomong dia","['hap', 'ngomong']","hap ngomong","negatif","0","0","2025-03-04 16:53:54"
"dia pikir dia siapa bro,,,lucu sangad beliau😂","dia pikir dia siapa bro,,,lucu sangad beliau😂","dia pikir dia siapa brolucu sangad beliau","dia pikir dia siapa brolucu sangad beliau","['pikir', 'brolucu', 'sangad', 'beliau']","pikir brolucu sangad beliau","negatif","1","0","2025-02-14 12:56:29"
"M3’s comment: Kerja 5 tahun diluar negri Sama dengan Kerja 25 tahun untuk hidup di indonesia,Berani ambil resiko atau hilang kesempatan🔥🔥","Kerja 5 tahun diluar negri Sama dengan Kerja 25 tahun untuk hidup di indonesia,Berani ambil resiko atau hilang kesempatan🔥🔥","kerja 5 tahun diluar negri sama dengan kerja 25 tahun untuk hidup di indonesiaberani ambil resiko atau hilang kesempatan","kerja 5 tahun diluar negri sama dengan kerja 25 tahun untuk hidup di indonesiaberani ambil resiko atau hilang kesempatan","['kerja', 'luar', 'negri', 'kerja', 'hidup', 'indonesiaberani', 'ambil', 'resiko', 'hilang', 'sempat']","kerja luar negri kerja hidup indonesiaberani ambil resiko hilang sempat","positif","0","0","2025-02-20 05:00:10"
"Flo🪷’s comment: SOON KA, tahun 2026 ke Jerman, aamiin","SOON KA, tahun 2026 ke Jerman, aamiin","soon ka tahun 2026 ke jerman aamiin","soon ka tahun 2026 ke jerman aamiin","['soon', 'ka', 'jerman', 'aamiin']","soon ka jerman aamiin","positif","0","0","2025-02-12 11:27:35"
"cheemut’s comment: paaak paaak ....saya puyeng dibikin coretax gini aja sdh pengen pindah ke LN, untungnya blm ada jalannya","paaak paaak ....saya puyeng dibikin coretax gini aja sdh pengen pindah ke LN, untungnya blm ada jalannya","paaak paaak saya puyeng dibikin coretax gini aja sdh pengen pindah ke ln untungnya blm ada jalannya","pak pak saya puyeng dibikin coretax gini aja sudah ingin pindah ke ln untungnya belum ada jalannya","['puyeng', 'bikin', 'coretax', 'gin', 'aja', 'pindah', 'ln', 'untung', 'jalan']","puyeng bikin coretax gin aja pindah ln untung jalan","positif","1","0","2025-02-14 03:15:40"
"aku kabur aja dulu ke Vanuatu 🗿","aku kabur aja dulu ke Vanuatu 🗿","aku kabur aja dulu ke vanuatu","saya kabur aja dulu ke vanuatu","['kabur', 'aja', 'vanuatu']","kabur aja vanuatu","positif","0","0","2025-02-14 14:47:53"
"bawa aku sekalian kak ☺🙏","bawa aku sekalian kak ☺🙏","bawa aku sekalian kak","bawa saya sekalian kak","['bawa', 'kak']","bawa kak","positif","1","0","2025-02-13 13:22:01"
"Neng Nidda’s comment: kita harus menguasai banyak element kayak boboboi buat kerja di Indonesia 😂","kita harus menguasai banyak element kayak boboboi buat kerja di Indonesia 😂","kita harus menguasai banyak element kayak boboboi buat kerja di indonesia","kita harus menguasai banyak element kayak boboboi buat kerja di indonesia","['kuasa', 'element', 'kayak', 'boboboi', 'kerja', 'indonesia']","kuasa element kayak boboboi kerja indonesia","netral","1","0","2025-02-20 09:19:34"
"lrnts.jr’s comment: Cek aja dulu persyaratan kerja dalam negri…itu blm omong gaji, emang ga mudah tapi worth diperjuangkan","Cek aja dulu persyaratan kerja dalam negri…itu blm omong gaji, emang ga mudah tapi worth diperjuangkan","cek aja dulu persyaratan kerja dalam negriitu blm omong gaji emang ga mudah tapi worth diperjuangkan","cek aja dulu persyaratan kerja dalam negriitu belum omong gaji memang tidak mudah tapi worth diperjuangkan","['cek', 'aja', 'syarat', 'kerja', 'negriitu', 'omong', 'gaji', 'mudah', 'worth', 'juang']","cek aja syarat kerja negriitu omong gaji mudah worth juang","netral","0","0","2025-02-16 06:01:38"
"gue pengen kabur juga , tapi kehalang dana 😅😅😅","gue pengen kabur juga , tapi kehalang dana 😅😅😅","gue pengen kabur juga tapi kehalang dana","gue ingin kabur juga tapi kehalang dana","['gue', 'kabur', 'halang', 'dana']","gue kabur halang dana","positif","0","0","2025-02-14 16:43:14"
"Sal_KAWAII>////<’s comment: lu kerja apa di sana bang? btw bawa Marjan bang mayan es gratis 🗿","lu kerja apa di sana bang? btw bawa Marjan bang mayan es gratis 🗿","lu kerja apa di sana bang btw bawa marjan bang mayan es gratis","kamu kerja apa di sana bang ngomong-ngomong bawa marjan bang mayan es gratis","['kerja', 'bang', 'bawa', 'marjan', 'bang', 'mayan', 'es', 'gratis']","kerja bang bawa marjan bang mayan es gratis","netral","2","0","2025-02-13 07:33:39"
"steveee’s comment: klo mau ke LN otomatis udh mikir soal modal ntah duit ataupun bhsa krna gak ada yg instan, dripda susah mending berusaha agar bisa ke LN krna perbandingan di LN msh di atas indo","klo mau ke LN otomatis udh mikir soal modal ntah duit ataupun bhsa krna gak ada yg instan, dripda susah mending berusaha agar bisa ke LN krna perbandingan di LN msh di atas indo","klo mau ke ln otomatis udh mikir soal modal ntah duit ataupun bhsa krna gak ada yg instan dripda susah mending berusaha agar bisa ke ln krna perbandingan di ln msh di atas indo","kalau mau ke ln otomatis sudah mikir soal modal ntah duit ataupun bhsa krna tidak ada yang instan dripda susah mending berusaha agar bisa ke ln krna perbandingan di ln msh di atas indonesia","['ln', 'otomatis', 'mikir', 'modal', 'ntah', 'duit', 'bhsa', 'krna', 'instan', 'dripda', 'susah', 'mending', 'usaha', 'ln', 'krna', 'banding', 'ln', 'msh', 'indonesia']","ln otomatis mikir modal ntah duit bhsa krna instan dripda susah mending usaha ln krna banding ln msh indonesia","positif","1","0","2025-02-19 10:52:43"
